"slr","theta","v","pmin","lat"
236.604398731213,280.891534111697,26.2294513421203,955.893875359857,38.7298445458485
117.576198565114,274.027540236556,25.0379405461834,962.908287949098,38.8988873491012
221.503433252014,292.628159358318,25.3420242063468,948.710849301517,38.8571495459235
156.139231945987,254.727836499925,12.578729126351,968.475907374497,38.9114112707525
241.21360799449,332.960402457682,26.4629183042329,956.659796560986,38.9538599756978
126.314070045332,317.255311905477,8.92503928512568,961.414692706551,38.9952537802773
138.777282326468,328.868629021006,24.7020278277481,962.956266880463,38.8910619087111
178.027053976812,277.393179589195,29.4102802219102,944.688233407991,38.7259952650898
153.277798638559,292.655978949699,10.5239293809375,945.937852662758,38.9418288863105
221.159901902649,305.58989742212,22.6726545406831,954.963032942574,38.9698907294192
205.616422523911,276.725414316658,10.6860375418235,945.034830849624,38.8472046107962
137.655597657051,303.508082683014,27.132169681543,953.189866245649,39.0606283145651
250.88731634799,323.110089666721,17.9077724863356,960.401720033414,38.8638941472353
227.893087890209,259.445455410049,14.6149935879605,945.569321895292,38.6941723901401
252.200743698342,297.775162411277,13.8632842932269,951.431344137737,38.8153934802652
199.928606078795,254.992089499096,20.9028621524666,962.351171906648,38.8758071990223
137.389872014634,261.50218116476,29.1667841891875,960.739451648851,38.5898001095513
220.792803204018,309.11422882595,30.3711065986962,956.817168235857,38.7916249450314
103.497171480276,328.770115604971,22.8628404681338,964.448272708623,38.5876747984917
87.33337337734,265.978303896167,24.5550582513027,958.28433699896,38.879431354123
150.665080517735,270.118467841905,28.0035767460824,960.868240342927,38.8217976866349
176.054010713117,306.848155426436,22.4837980183586,944.792324535554,38.935045162277
248.282982258367,268.825519875883,17.1769955188292,962.25969492578,38.8289812130156
106.673054555656,285.701037309254,21.2462804468931,963.811796890054,38.9350679895004
161.711662208366,265.692233063811,19.4369501050911,961.783454485179,38.5906368661719
94.5044862497476,264.95212715903,19.7767117352318,960.576867204779,38.8629226152573
221.837565426573,296.020634029847,28.0929588302854,947.16226218527,38.6688066030042
119.254010849259,311.94735025928,12.0403145249304,956.127001994915,38.691793531541
237.615695719847,272.309664719288,22.2259413416544,966.868519999689,38.6000475923212
130.275152369892,254.850350766239,28.5334277969319,948.54555665048,38.5881435625549
203.054297528656,247.166411196391,13.1765672640339,951.184824930364,38.7278814676573
109.631568639008,314.164019433575,24.3134936716245,945.579166167244,38.7954879020128
111.988073024499,296.328375031097,17.0913871268649,945.698955305343,39.0207571450674
156.349687681819,279.182721095,10.509393513836,944.965859053214,38.6210673989861
240.94244494399,324.878939182509,22.8935709489509,959.332725066377,38.9628889004376
114.822977092923,286.023474284074,21.641152210054,948.488912946774,38.7734647957137
128.550076315329,319.115683833679,26.3939029628667,943.260189759798,38.9211928426399
249.88498046039,277.035244556825,13.9942307855329,958.177463355716,38.6188161738501
122.943537635637,274.309142409608,10.4406740578008,946.477555312912,38.7607540979054
231.480788834098,323.235837543031,25.6658752514864,964.674740406132,38.5652177336124
91.3944060247019,263.871278336102,23.9655465790443,963.674729910234,39.0288553543956
161.233693136328,273.022613810567,30.8800751044485,956.443862378926,38.6027295043987
92.7338526009262,258.785087170155,9.96149832161143,963.785808430414,38.9836868380697
138.63758154931,322.280137254746,9.88098568458343,969.379395985743,38.8478706753481
158.978066211537,268.376914161162,19.359025072623,948.385091444134,38.7661399804991
147.149894589079,334.909194142524,16.2384740973357,956.746555360683,38.9769208768446
162.666354077961,339.74431000389,26.8687296838593,964.316949181535,38.7648654042634
164.839177737659,288.095944696067,23.2716539570712,947.753690460935,38.6997962995341
277.227362695295,305.991556522536,12.2538374675624,947.073971233456,38.9571235107191
159.211982878247,323.362861574048,29.4902716340264,966.08614649857,38.532895468267
228.624600067662,281.814820280644,14.6584837510134,960.358512298131,38.9153400253223
259.419381764655,263.830554205083,28.1087452190882,970.500882870209,39.011208633162
211.886375267067,269.457634458571,28.9531485002697,945.396025473755,38.637085185141
256.816496678213,259.794198695715,8.61021733644884,961.211564994772,39.0279735080002
194.970849615179,333.877148745389,12.0673894726671,955.670858098016,38.6398825656864
186.895584493948,261.225634120484,25.3773422352225,948.989888614547,38.8559257937701
186.61256810312,320.705472113744,22.1317258236464,962.652956572222,38.6334734378003
117.08357196857,258.403190801642,11.1314429073385,964.76035302513,38.8695260963562
279.416432149393,344.892657621674,13.4632879802492,960.617312358972,38.9191894149775
262.785402363054,332.709458059434,14.8766424731445,957.067360813677,38.713192204871
125.91813831509,282.373203157269,18.0248780689086,967.263673654257,39.0254984221132
138.863565949688,249.124260989357,25.0076422036486,961.772107489969,38.8961714232216
203.155892568018,325.332311058991,15.8410196625697,943.472684321692,38.8975388757957
238.421693097311,308.791883050943,27.536328910219,954.198693855543,38.8784469699717
122.815011838612,337.034247513324,26.2181444059126,954.708406336411,38.5978846239104
206.93620366561,271.927071360676,27.4412048015185,959.551312022458,39.0410506911662
57.1677354125545,288.913419212728,27.9017807840905,951.823137506368,38.8888392947229
251.997705277787,324.999359380251,29.5124389462778,943.838472576978,38.7143204203709
152.827026109462,315.557988821161,15.8898137591733,958.650821089797,38.9194995952403
209.204689538276,261.343770051459,19.1464923864347,964.772910357104,38.5775426153012
238.183102803935,257.794751089528,15.4827880911413,944.724292578813,38.8865262762539
176.322932141047,287.009828490183,26.6236525314231,967.068899082128,39.0825151052214
120.852794128396,248.758922060595,32.5099927698867,966.427601280168,38.976423840072
149.70594184384,268.769262552476,21.4878840209171,951.952152724564,38.9662819707589
110.847050386274,246.621325430503,26.9488520784816,943.372346852132,38.7609984785429
82.6277309553837,248.152910216187,18.7511231790157,948.101741595886,38.6124218548968
234.966882556747,265.773060318111,13.6782861207728,945.788548452075,38.9034049416531
103.030348958371,317.965910454584,13.8477834914182,947.766358206409,38.7268033998541
99.8903329776012,255.027255933273,15.8932985706395,965.92596108646,38.6783927142121
204.069253139909,280.222832123212,23.3964653235581,955.468520054192,38.8709853670852
268.860269174881,289.494433260014,32.6062214507302,956.214104512663,38.6447013820724
115.83182117872,334.764068589984,24.7993001876725,957.844798967766,39.0645667835083
217.967842344862,319.088818185698,18.0961613758025,946.986205260133,38.6045055820701
259.079746364693,239.69294506167,28.4249965078989,942.773559199515,38.7860002621411
64.8000801222731,274.656586179125,11.1186407556362,944.052738096597,38.5766685569314
112.87730501281,304.667037595547,31.3456737432512,964.291377047583,38.8530433407194
266.625162407212,326.939989996434,11.9406659865822,947.414001134637,38.843408448765
